Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
0.0,Sat Mar 10 20:00:22 +0000 2018,0.0,1.0,0.0,"Adwoa Aboah announces next ""Gurls Talk"" event in Ghana https://t.co/TI9WQ2BMZT https://t.co/dWDF0fpn3X",70,CNN
-0.4215,Sat Mar 10 19:45:05 +0000 2018,0.237,0.763,0.0,Why China's footprint in Africa worries the US https://t.co/p1XrRgGA01 https://t.co/JXSDwDzDQ5,71,CNN
0.0,Sat Mar 10 19:30:18 +0000 2018,0.163,0.674,0.163,Porn star Stormy Daniels says Trump scandal has been good for business https://t.co/CWliGpCPF5 https://t.co/VXZew4GxnF,72,CNN
0.0,Sat Mar 10 19:15:09 +0000 2018,0.0,1.0,0.0,"""Black Panther"" to cross $1 billion worldwide in less than a month https://t.co/HKIJkqfpvn https://t.co/q6pnbyPeJ8",73,CNN
0.0,Sat Mar 10 19:00:13 +0000 2018,0.0,1.0,0.0,A woman rode a horse into a dance club in Miami Beach https://t.co/e1ipW7Mih8 https://t.co/2MVq8Z8dEl,74,CNN
-0.3818,Sat Mar 10 18:45:03 +0000 2018,0.231,0.769,0.0,A lawsuit accusing Harvard of capping Asian-American admissions could be tried this summer https://t.co/c6DLxTGmlp https://t.co/oSb5ywGPjT,75,CNN
-0.5423,Sat Mar 10 18:31:21 +0000 2018,0.244,0.683,0.073,"Oprah's advice for Americans feeling jaded amid increasing political partisanship, gun control debates and inner ci… https://t.co/GBDRMAEiaY",76,CNN
-0.2023,Sat Mar 10 18:15:08 +0000 2018,0.122,0.878,0.0,Complaining about the change to Daylight Saving Time? You're in the minority. https://t.co/oJnAcfmYqQ https://t.co/WQWU2PUCBj,77,CNN
0.3818,Sat Mar 10 17:45:05 +0000 2018,0.0,0.898,0.102,"Find out who and what is making big waves in the worlds of tech, media and innovation. Sign up for PACIFIC, CNN’s n… https://t.co/7cYXQ71LuB",78,CNN
0.0,Sat Mar 10 17:30:08 +0000 2018,0.0,1.0,0.0,This is the one big difference in the story about the Nashville mayor's affair https://t.co/bBA4azjyYj (via… https://t.co/h45W9IdVgr,79,CNN
-0.8074,Sat Mar 10 17:00:04 +0000 2018,0.3,0.7,0.0,UK ministers are holding an emergency meeting as investigators probe the attempt to kill a former Russian double ag… https://t.co/ahpM64kxYH,80,CNN
-0.6369,Sat Mar 10 16:52:09 +0000 2018,0.189,0.811,0.0,"JUST IN: A man is barricaded in an apartment in Pomona, California, after fatally shooting an officer and wounding… https://t.co/sc3x1MrBDM",81,CNN
-0.296,Sat Mar 10 16:45:08 +0000 2018,0.167,0.833,0.0,Here are some reads you missed during a busy news week https://t.co/S1PcV7ztqp https://t.co/6btlUSS4XN,82,CNN
0.5994,Sat Mar 10 16:30:07 +0000 2018,0.0,0.62,0.38,God bless these doctors in Canada https://t.co/ulphJ72jda (via @CNNOpinion) https://t.co/uSfkIpUIWc,83,CNN
-0.126,Sat Mar 10 16:15:08 +0000 2018,0.161,0.654,0.185,"Job growth is strong, but it probably won't save Republicans in the midterms https://t.co/7lYLdRReVK | Analysis by… https://t.co/8hgxVcWYhs",84,CNN
0.34,Sat Mar 10 16:00:11 +0000 2018,0.0,0.821,0.179,What President Xi Jinping's power play means for China's economy https://t.co/VtvRiBYcsu https://t.co/Nf7bGSiQx4,85,CNN
-0.6908,Sat Mar 10 15:45:55 +0000 2018,0.343,0.657,0.0,Will hitting China with tariffs kill India's solar dreams?https://t.co/XpemciO5nU https://t.co/ZHv7Rv416B,86,CNN
0.0,Sat Mar 10 15:01:08 +0000 2018,0.0,1.0,0.0,This photographer snaps cancer-stricken kids as superheroes https://t.co/fFC6pucyUH https://t.co/LFXLQw84eE,87,CNN
0.0,Sat Mar 10 14:31:08 +0000 2018,0.0,1.0,0.0,"Barbie unveiled dolls based on real-life figures including Amelia Earhart, Frida Kahlo, Katherine Johnson and Chloe… https://t.co/XTcr37oUtS",88,CNN
0.7003,Sat Mar 10 14:01:10 +0000 2018,0.0,0.674,0.326,"Inspired by her travels, this artist paints stunning pictures on tea bags https://t.co/nz5dDAlxC4 https://t.co/Zg6KvN3iWF",89,CNN
0.0,Sat Mar 10 13:31:04 +0000 2018,0.0,1.0,0.0,"""They could divorce. They could own property. They had many rights that women in subsequent civilizations didn't ha… https://t.co/aU6DxQeeaR",90,CNN
-0.4588,Sat Mar 10 13:01:06 +0000 2018,0.211,0.789,0.0,"""Dumpster fire"" is in the Merriam-Webster dictionary now, defined as ""an utterly calamitous or mismanaged situation… https://t.co/60GM8iM45n",91,CNN
-0.6486,Sat Mar 10 12:31:53 +0000 2018,0.264,0.736,0.0,Thousands of dead starfish were found washed up on British shores https://t.co/oIGXDH5mhI https://t.co/5VqOSsvuqr,92,CNN
-0.8934,Sat Mar 10 12:01:06 +0000 2018,0.401,0.599,0.0,"Cecil the lion ""suffered incredible cruelty for at least 10 hours"" before he died, according to a lion researcher's… https://t.co/nojuVmY238",93,CNN
-0.5574,Sat Mar 10 11:31:04 +0000 2018,0.167,0.833,0.0,"2,000 years ago, people watched as animals mysteriously died at the entrance to a grotto in modern-day Turkey that… https://t.co/6fU1KnQyxK",94,CNN
0.0,Sat Mar 10 11:01:02 +0000 2018,0.0,1.0,0.0,The kind of floods we've only seen during storms might someday become regular events as sea levels rise due to glob… https://t.co/IMDfqxFTkh,95,CNN
-0.4767,Sat Mar 10 10:31:02 +0000 2018,0.171,0.829,0.0,"Fake news travels at a markedly faster rate on Twitter than accurate information, a new study finds… https://t.co/NZoj9PtRDr",96,CNN
-0.0762,Sat Mar 10 10:01:02 +0000 2018,0.075,0.925,0.0,"These high-performance cars, which are priced in the millions, can't be legally driven on public roads… https://t.co/zk7Yw3fFa5",97,CNN
0.0,Sat Mar 10 09:31:03 +0000 2018,0.0,1.0,0.0,Bones found on a remote Pacific island almost eight decades ago likely are those of pioneering pilot Amelia Earhart… https://t.co/ST2jvgXLtd,98,CNN
-0.5423,Sat Mar 10 09:16:05 +0000 2018,0.233,0.698,0.07,"Oprah Winfrey has some advice for Americans feeling jaded amid increasing political partisanship, debates on gun co… https://t.co/WS2RPH0DNQ",99,CNN
0.0,Sun Mar 11 16:32:00 +0000 2018,0.0,1.0,0.0,California coffee shop refuses to serve police. https://t.co/wFAvdk0rdA https://t.co/oQ1h4NYvTP,0,FoxNews
-0.3384,Sun Mar 11 16:15:00 +0000 2018,0.23,0.77,0.0,"President @realDonaldTrump: ""@MaxineWaters - a very low IQ individual.""  https://t.co/hGCB1MlvSx https://t.co/TnuaP8BXR3",1,FoxNews
-0.296,Sun Mar 11 16:13:11 +0000 2018,0.136,0.864,0.0,"Warren: No to White House bid, DNA test; says heritage  'part of who I am' https://t.co/HU7BGrUu47",2,FoxNews
-0.7964,Sun Mar 11 16:10:10 +0000 2018,0.372,0.628,0.0,ICE seeks illegal immigrant in Colorado fatal hit-and-run who bonded out of jail https://t.co/SFPQvDJjEs,3,FoxNews
-0.296,Sun Mar 11 15:59:00 +0000 2018,0.145,0.855,0.0,Republican Jewish Coalition demands resignation of Democratic leaders with ties to Farrakhan https://t.co/p9JgLTbu51 https://t.co/xRqfygTjBR,4,FoxNews
0.1531,Sun Mar 11 15:56:11 +0000 2018,0.11,0.75,0.14,"""[@POTUS?] missed the opportunity to say, 'We don't stand for domestic violence.'""

WATCH: @HowardKurtz's full inte… https://t.co/gAIdShO3xc",5,FoxNews
0.7783,Sun Mar 11 15:53:00 +0000 2018,0.0,0.726,0.274,".@cvpayne: ""We're come of survival mode economically. We're back into the growth mode that made America the best co… https://t.co/f4jUCeqPRa",6,FoxNews
-0.296,Sun Mar 11 15:51:42 +0000 2018,0.136,0.864,0.0,CIA chief Pompeo says no concessions to North Korea's Kim Jong Un before talks https://t.co/cZFTh4LC1y,7,FoxNews
0.34,Sun Mar 11 15:43:20 +0000 2018,0.0,0.87,0.13,".@jasoninthehouse: ""The hacking into the... @DCCC computers - they wouldn't even let Homeland Security look at that… https://t.co/YGqe2A0wjA",8,FoxNews
-0.7845,Sun Mar 11 15:43:00 +0000 2018,0.496,0.504,0.0,.@POTUS: Drug dealers should get death penalty. https://t.co/hGCB1M3V0Z https://t.co/yEWHNAjo8u,9,FoxNews
0.0,Sun Mar 11 15:33:26 +0000 2018,0.0,1.0,0.0,".@Nigel_Farage: ""We're all part of a movement - a movement against what has happened over the last 2 or 3 decades,… https://t.co/pBlPgU5biA",10,FoxNews
0.0,Sun Mar 11 15:31:00 +0000 2018,0.0,1.0,0.0,"TONIGHT on @NextRevFNC, @SteveHiltonx talks to Niall Ferguson - Tune in at 9p ET on Fox News Channel! https://t.co/bAwWUY8lou",11,FoxNews
-0.6908,Sun Mar 11 15:30:10 +0000 2018,0.241,0.759,0.0,RT @EricShawnTV: I anchor @FoxNews at 12 EDT: What lies ahead for @POTUS @realDonaldTrump and #KimJongUn? A North Korean defector tells me…,12,FoxNews
0.2263,Sun Mar 11 15:22:24 +0000 2018,0.0,0.872,0.128,"Last night in Moon Township, PA, President @realDonaldTrump did his impression of 'presidential.'… https://t.co/S0O46OcK8T",13,FoxNews
0.3612,Sun Mar 11 15:21:00 +0000 2018,0.0,0.884,0.116,".@MZHemingway: ""He's like a standup routine out there... and the media act so prim and proper about it in response.… https://t.co/oPaZDd9yW2",14,FoxNews
0.7269,Sun Mar 11 15:16:26 +0000 2018,0.0,0.711,0.289,"TONIGHT on ""Life, Liberty, and Levin,"" @marklevinshow has a special interview with Israeli PM @netanyahu - Tune in… https://t.co/Q1qspJlZmD",15,FoxNews
0.0,Sun Mar 11 15:14:00 +0000 2018,0.0,1.0,0.0,.@DNC vows to limit superdelegate influence. https://t.co/Il1AWVm5N0,16,FoxNews
0.0,Sun Mar 11 15:11:26 +0000 2018,0.0,1.0,0.0,Report: ATF Probing VA Dem Candidate After AR-15 Buzzsaw Video https://t.co/QgBHqUmB9d,17,FoxNews
0.0,Sun Mar 11 15:11:05 +0000 2018,0.0,1.0,0.0,".@GovMikeHuckabee: ""[@POTUS] constantly is keeping everyone else on stage off guard, off center, rocking on their h… https://t.co/dujmyTo6j7",18,FoxNews
-0.7269,Sun Mar 11 15:05:56 +0000 2018,0.433,0.567,0.0,California standoff suspect ID'd after death of police officer https://t.co/htD7YXG1Mf,19,FoxNews
0.0,Sun Mar 11 14:57:05 +0000 2018,0.0,1.0,0.0,"On @FoxNewsSunday, @SenWarren revealed her 2020 plans. https://t.co/bxc34AE6rv https://t.co/bINS4EWIqb",20,FoxNews
0.0,Sun Mar 11 14:55:06 +0000 2018,0.0,1.0,0.0,".@marykissel: ""Trade deficits don't have to be repaid. We have trade deficits when the buying power of Americans is… https://t.co/jixs8AjFCG",21,FoxNews
-0.0572,Sun Mar 11 14:50:06 +0000 2018,0.064,0.936,0.0,".@AmbJohnBolton: ""China's jived us for 25 years. They've said repeatedly they don't want North Korea with nuclear w… https://t.co/TniwlbNUxY",22,FoxNews
-0.4019,Sun Mar 11 14:44:53 +0000 2018,0.13,0.87,0.0,"Peter Navarro: ""Some analysts calculate that for every billion dollars in trade deficit we have, that's 6,000 jobs… https://t.co/RyQMJUVsUh",23,FoxNews
-0.296,Sun Mar 11 14:43:12 +0000 2018,0.121,0.879,0.0,JUST IN: @CIA chief Pompeo says no concessions to North Korea's Kim Jong Un before talks https://t.co/cZFTh4LC1y,24,FoxNews
0.0,Sun Mar 11 14:37:00 +0000 2018,0.0,1.0,0.0,".@GOPLeader: ""Christopher Steele says he knew that the @DNC and @HillaryClinton were paying for it."" #SundayFutures… https://t.co/hcIjQXlGPz",25,FoxNews
-0.4019,Sun Mar 11 14:27:59 +0000 2018,0.13,0.87,0.0,"Peter Navarro: ""Some analysts calculate that for every billion dollars in trade deficit we have, that's 6,000 jobs… https://t.co/16Zrfturuu",26,FoxNews
0.0,Sun Mar 11 14:22:32 +0000 2018,0.0,1.0,0.0,".@GOPLeader: ""When you're looking at how much @facebook controls... and when I'm looking at what's happening knocki… https://t.co/5nHqkkgp5Q",27,FoxNews
0.0,Sun Mar 11 14:18:31 +0000 2018,0.0,1.0,0.0,".@GOPLeader: ""Not only does [@NancyPelosi] think they're 'crumbs' - she's going to repeal the tax bill. She's going… https://t.co/Gx293clC3y",28,FoxNews
0.0,Sun Mar 11 14:14:53 +0000 2018,0.0,1.0,0.0,".@GOPLeader: ""Christopher Steele says he knew that the @DNC and @HillaryClinton were paying for it."" #SundayFutures… https://t.co/jX2c7GPoA0",29,FoxNews
0.0,Sun Mar 11 14:09:48 +0000 2018,0.0,1.0,0.0,".@GOPLeader: ""We're beginning the America Comeback."" #SundayFutures @MariaBartiromo https://t.co/bjJUvEQ3s0",30,FoxNews
0.0,Sun Mar 11 14:07:03 +0000 2018,0.0,1.0,0.0,".@GOPLeader: ""Not only does [@NancyPelosi] think they're 'crumbs' - she's going to repeal the tax bill. She's going… https://t.co/tW9uxprLDw",31,FoxNews
0.7506,Sun Mar 11 14:04:22 +0000 2018,0.0,0.67,0.33,".@GOPLeader: ""There's already been 5 special elections and Republicans have won all 5 of those."" #SundayFutures… https://t.co/QJj32pCbaA",32,FoxNews
0.34,Sun Mar 11 14:03:13 +0000 2018,0.0,0.888,0.112,".@GOPLeader: ""The way @POTUS has handled this is correct... He played rougher with China and rougher with North Kor… https://t.co/fe5w49PTtd",33,FoxNews
0.0,Sun Mar 11 13:59:59 +0000 2018,0.0,1.0,0.0,RT @FoxNewsSunday: CIA Director Pompeo to @johnrobertsFox: Never before have we had the North Koreans in a position where their economy was…,34,FoxNews
-0.296,Sun Mar 11 13:59:45 +0000 2018,0.121,0.879,0.0,RT @FoxNewsSunday: It’s a part of who I am and no one’s ever going to take that away. 5/5,35,FoxNews
-0.0644,Sun Mar 11 13:59:41 +0000 2018,0.052,0.948,0.0,RT @FoxNewsSunday: They raised me. They knocked around and it was tough but they hung together.  They hung together for 63 years.  I know w…,36,FoxNews
0.7906,Sun Mar 11 13:59:38 +0000 2018,0.118,0.541,0.341,"RT @FoxNewsSunday: And eventually my parents eloped and they survived the Great Depression, they survived The Dust Bowl.  They went through…",37,FoxNews
0.8885,Sun Mar 11 13:59:35 +0000 2018,0.0,0.687,0.313,RT @FoxNewsSunday: She was a beautiful girl who played the piano.  And he was head over heels in love with her and wanted to marry her.  An…,38,FoxNews
0.0,Sun Mar 11 13:59:32 +0000 2018,0.0,1.0,0.0,RT @FoxNewsSunday: I’m not running for President.  But let me tell you a little bit about my family.  Now my mom and dad were born and rais…,39,FoxNews
0.0,Sun Mar 11 13:59:29 +0000 2018,0.0,1.0,0.0,"RT @FoxNewsSunday: .@SenWarren tells @johnrobertsFox:  ""I’m not running for President."" 
On her ancestry, the Massachusetts Senator says: ""…",40,FoxNews
0.3182,Sun Mar 11 13:48:51 +0000 2018,0.0,0.916,0.084,"RT @FoxNewsSunday: And this not just what I say, this is what our own generals who are experts in the area and responsible for the area say…",41,FoxNews
0.5095,Sun Mar 11 13:48:39 +0000 2018,0.0,0.852,0.148,RT @FoxNewsSunday: .@SenWarren tells @johnrobertsFox: I am very glad to see the Trump Administration turn in the direction of diplomacy and…,42,FoxNews
0.0,Sun Mar 11 13:41:27 +0000 2018,0.0,1.0,0.0,"RT @FoxNewsSunday: On #FNS, @SenWarren tells @johnrobertsFox: ""I’m not running for President.""",43,FoxNews
0.0,Sun Mar 11 13:35:42 +0000 2018,0.0,1.0,0.0,"RT @FoxNewsSunday: It’s got to be part of an overall trade strategy that puts American workers, American small businesses first.  That’s wh…",44,FoxNews
0.3612,Sun Mar 11 13:35:39 +0000 2018,0.0,0.889,0.111,"RT @FoxNewsSunday: On trade/tariffs, @SenWarren tells @johnrobertsFox:
What I’d like to see us do is rethink our whole trade strategy.  And…",45,FoxNews
0.8074,Sun Mar 11 13:33:08 +0000 2018,0.0,0.66,0.34,RT @FoxNewsSunday: It is important for the defense of the United States.  It is important for the security of the entire world.  But I’m wo…,46,FoxNews
0.0,Sun Mar 11 13:33:05 +0000 2018,0.0,1.0,0.0,"RT @FoxNewsSunday: On proposed President Trump/Kim Jong Un meeting, @SenWarren tells @johnrobertsFox: I am very concerned that the Presiden…",47,FoxNews
0.4019,Sun Mar 11 13:20:30 +0000 2018,0.0,0.856,0.144,.@RepRatcliffe: “I do think that a special counsel will be required because of the jurisdictional limitations that… https://t.co/43wrzYzi3i,48,FoxNews
0.0,Sun Mar 11 13:12:43 +0000 2018,0.0,1.0,0.0,"RT @FoxNewsSunday: On meeting with Kim Jong Un, CIA Director Mike Pompeo tells @johnrobertsfox: President isn’t doing this for theatre, he…",49,FoxNews
0.0,Sun Mar 11 13:08:56 +0000 2018,0.0,1.0,0.0,"RT @FoxNewsSunday: On Kim Jong Un, CIA Director Mike Pompeo tells @johnrobertsfox: We know that he is rational.",50,FoxNews
0.0,Sun Mar 11 13:08:51 +0000 2018,0.0,1.0,0.0,"RT @FoxNewsSunday: On talks with North Korea, CIA Director Mike Pompeo tells @johnrobertsFox: While these negations are going on, there wil…",51,FoxNews
-0.7003,Sun Mar 11 13:01:21 +0000 2018,0.345,0.655,0.0,GA Town Requires Gun Ownership: 'Something for a Potential Criminal to Think About' https://t.co/94T3eOhV4M,52,FoxNews
0.0,Sun Mar 11 12:46:15 +0000 2018,0.0,1.0,0.0,".@Nigel_Farage: “I think right now, if Donald Trump… invented a cure for the common cold [the media] would still fi… https://t.co/7YZtzWzGmd",53,FoxNews
0.5106,Sun Mar 11 12:43:51 +0000 2018,0.0,0.769,0.231,".@Nigel_Farage on President @realDonaldTrump: “Through strong leadership, he gets things done.” https://t.co/sWrFY5N9Rr",54,FoxNews
0.0,Sun Mar 11 12:39:09 +0000 2018,0.0,1.0,0.0,".@Nigel_Farage: “Once again, President Trump is doing what he told the American electorate he would do during the e… https://t.co/tAAzh9hy0X",55,FoxNews
0.4019,Sun Mar 11 12:21:05 +0000 2018,0.0,0.803,0.197,.@ByronYork on the special counsel: “There’s probably not a case on collusion.” https://t.co/XGplhrbFpf,56,FoxNews
0.0,Sun Mar 11 12:13:33 +0000 2018,0.0,1.0,0.0,China lawmakers abolish presidential term limits https://t.co/INkmM4EexL,57,FoxNews
0.0,Sun Mar 11 11:46:20 +0000 2018,0.0,1.0,0.0,DOJ will not crack down on small pot cases https://t.co/6CQuN7olrx,58,FoxNews
0.6369,Sun Mar 11 11:40:54 +0000 2018,0.0,0.724,0.276,".@cvpayne: ""I think America is the greatest country in the world."" https://t.co/42hVOGXjls",59,FoxNews
0.3818,Sun Mar 11 11:36:08 +0000 2018,0.0,0.536,0.464,February Jobs Growth https://t.co/VnxgOcKWeG,60,FoxNews
0.5267,Sun Mar 11 11:22:43 +0000 2018,0.0,0.848,0.152,.@jasoninthehouse: “All of the conventional wisdom was that Hillary Clinton was on the verge of becoming the next P… https://t.co/8fmOgdJQP3,61,FoxNews
0.5859,Sun Mar 11 11:13:11 +0000 2018,0.0,0.774,0.226,"Tiger Woods closes to within 1 shot of leader, chasing first win since 2013 https://t.co/0UBqJqQMSv",62,FoxNews
0.0,Sun Mar 11 11:07:08 +0000 2018,0.0,1.0,0.0,"OPINION: Daylight saving time: Spring ahead? Not this year, not this guy https://t.co/NniCnXubr6",63,FoxNews
0.0,Sun Mar 11 10:48:54 +0000 2018,0.0,1.0,0.0,"Kathy Griffin plans comeback tour, with shows in 'Trump's backyard' https://t.co/xzG9CdQiIV",64,FoxNews
-0.3182,Sun Mar 11 10:45:39 +0000 2018,0.141,0.859,0.0,.@GovMikeHuckabee: “[President @realDonaldTrump is] unpredictable and he’s disruptive and that’s the manner in whic… https://t.co/0OR8DlKhS3,65,FoxNews
0.5267,Sun Mar 11 10:35:11 +0000 2018,0.0,0.794,0.206,"Ron Daigle, attorney to former Navy sailor pardoned by @POTUS: “I need to say thank you to [President… https://t.co/6yqZYDn3BS",66,FoxNews
0.7845,Sun Mar 11 10:23:52 +0000 2018,0.0,0.685,0.315,.@Saccone4PA18: “I’ve been to President Trump’s rallies before… He’s such a great speaker. He’s such a powerful per… https://t.co/Dz6TYVGi3W,67,FoxNews
0.3182,Sun Mar 11 10:20:17 +0000 2018,0.0,0.881,0.119,".@Saccone4PA18: ""I've always been pro-jobs... I've always supported the steel industry and bringing jobs back to Pe… https://t.co/TLahSw1W63",68,FoxNews
-0.296,Sun Mar 11 10:00:01 +0000 2018,0.095,0.905,0.0,".@AllenWest on @realDonaldTrump's PA speech: ""No one can take away from him that he has been able to do something i… https://t.co/baTu7ZpvL8",69,FoxNews
0.1531,Sun Mar 11 09:55:00 +0000 2018,0.098,0.781,0.121,".@POTUS: ""As long as we're proud of who we are and what we're fighting for,  there is nothing beyond our reach."" https://t.co/ODIjWw92em",70,FoxNews
0.0,Sun Mar 11 09:50:00 +0000 2018,0.0,1.0,0.0,'Black Panther' passes $1 billion at global box office https://t.co/tZY9JwIXM2,71,FoxNews
0.5719,Sun Mar 11 09:45:00 +0000 2018,0.0,0.856,0.144,"David Bossie on @POTUS speech at Saccone rally: ""It brought me back to the campaign because he won because he was h… https://t.co/2rcinB2Drf",72,FoxNews
-0.4939,Sun Mar 11 09:40:00 +0000 2018,0.269,0.598,0.132,"Pomona Police officers hug after arresting a man suspected of shooting two California police officers, killing one… https://t.co/BfgAbQ7acF",73,FoxNews
0.2732,Sun Mar 11 09:35:00 +0000 2018,0.067,0.813,0.12,".@POTUS on ObamaCare: ""That's where you pay a lot of money for the privilege of not getting health care."" https://t.co/mEDhpdpk4K",74,FoxNews
-0.7506,Sun Mar 11 09:30:00 +0000 2018,0.416,0.584,0.0,Spy's poisoning is latest case to stir suspicion of Russia https://t.co/PVo1gLFKaV,75,FoxNews
0.0,Sun Mar 11 09:25:00 +0000 2018,0.0,1.0,0.0,".@seanspicer on @realDonaldTrump's PA speech: ""He's in his element tonight...it's the same kind of and momentum and… https://t.co/OCeFncZEIh",76,FoxNews
0.0,Sun Mar 11 09:15:00 +0000 2018,0.0,1.0,0.0,".@POTUS: ""I'm willing to go along [with DACA]. Get it done, we've got to get it done."" https://t.co/sV57C91iqv",77,FoxNews
-0.6249,Sun Mar 11 09:10:00 +0000 2018,0.338,0.662,0.0,Coffee shop under fire for refusing to serve uniformed police officers https://t.co/wFAvdk0rdA,78,FoxNews
-0.3612,Sun Mar 11 09:05:00 +0000 2018,0.161,0.839,0.0,".@CLewandowski_ on politicians criticizing @realDonaldTrump: ""This president has done everything that he's campaign… https://t.co/Y5ytVWu8BC",79,FoxNews
-0.6597,Sun Mar 11 09:00:01 +0000 2018,0.328,0.672,0.0,Woman slams tanning beds with skin cancer scar selfie https://t.co/5YrXsn0lem,80,FoxNews
0.0,Sun Mar 11 08:55:00 +0000 2018,0.0,1.0,0.0,".@POTUS: ""We have done more than any first-term administration in the history of our country."" https://t.co/3RI7basuB0",81,FoxNews
-0.4939,Sun Mar 11 08:50:00 +0000 2018,0.286,0.714,0.0,"Millennials fear they'll never be homeowners, study says https://t.co/dtN6Y5hCCM",82,FoxNews
0.0,Sun Mar 11 08:45:00 +0000 2018,0.0,1.0,0.0,".@CLewandowski_ on @POTUS' PA speech: ""What he did tonight was remind the American people by bypassing the mainstre… https://t.co/cYLgO8HZDt",83,FoxNews
-0.0772,Sun Mar 11 08:40:00 +0000 2018,0.141,0.736,0.123,'Lost in Space' actress Marta Kristen says her time in Hollywood 'was a dream' https://t.co/V4Sq431Wj9,84,FoxNews
0.6249,Sun Mar 11 08:35:00 +0000 2018,0.0,0.796,0.204,".@POTUS on 2020 campaign slogan: ""We can't say 'Make America Great Again' because I already did that."" https://t.co/w4Tyy0kz7Z",85,FoxNews
-0.7906,Sun Mar 11 08:30:00 +0000 2018,0.5,0.5,0.0,Afghanistan war impacted Army vet behind California attack https://t.co/s0R00897YU,86,FoxNews
0.0,Sun Mar 11 08:25:00 +0000 2018,0.0,1.0,0.0,".@JudgeJeanine: ""@realDonaldTrump is more than the man [Kim Jong Un] thinks he is. He has already outsmarted him an… https://t.co/aZg6hEvQqa",87,FoxNews
-0.7269,Sun Mar 11 08:20:00 +0000 2018,0.433,0.567,0.0,California standoff suspect ID'd after death of police officer https://t.co/fIloggsvpf,88,FoxNews
-0.8519,Sun Mar 11 08:15:00 +0000 2018,0.383,0.617,0.0,".@DaveBratVA7th on tariffs: ""China is cheating. We need to fight back at their unfair trading and practices… https://t.co/XUCNwBhWeM",89,FoxNews
0.0772,Sun Mar 11 08:10:00 +0000 2018,0.0,0.933,0.067,".@DiamondandSilk: ""We're not asking [@realDonaldTrump] to be politically correct. What we want him to do is be corr… https://t.co/KawmUYDgLt",90,FoxNews
0.4019,Sun Mar 11 08:06:00 +0000 2018,0.0,0.876,0.124,".@Jim_Jordan: ""What if they pick someone else from #TheSwamp? What if it's just another special counsel from D.C. a… https://t.co/uyNpTSDMud",91,FoxNews
0.0,Sun Mar 11 08:02:00 +0000 2018,0.0,1.0,0.0,"Police can't charge 'exhorbitant' fees for Vegas massacre info, judge rules https://t.co/IFmflmrZy2",92,FoxNews
0.25,Sun Mar 11 07:57:00 +0000 2018,0.0,0.875,0.125,".@POTUS: ""We've created three million jobs since Election Day– nobody thought that was possible."" https://t.co/d9FrHDhfdC",93,FoxNews
0.0,Sun Mar 11 07:52:00 +0000 2018,0.0,1.0,0.0,#Trump believes North Korea will keep word on missile tests https://t.co/InUV63CO9j,94,FoxNews
0.5766,Sun Mar 11 07:47:00 +0000 2018,0.0,0.801,0.199,BREATHTAKING: A dense fog enveloped the San Francisco region ahead of storms expected in the area. https://t.co/L79UEiiS5i,95,FoxNews
0.4767,Sun Mar 11 07:42:00 +0000 2018,0.0,0.78,0.22,"Susan Sarandon: Hollywood Rewards 'Mediocrity,' Actors Who 'Don't Ask Questions' https://t.co/fDXAXV9Mo2 https://t.co/oWA4XbjNqc",96,FoxNews
0.0,Sun Mar 11 07:38:00 +0000 2018,0.0,1.0,0.0,#Trump met with Clinton's impeachment lawyer to assist in Russia probe: report https://t.co/f2zON3b0qi,97,FoxNews
0.5574,Sun Mar 11 07:35:00 +0000 2018,0.0,0.854,0.146,".@SenatorTimScott: ""My hero, my mentor, my model in politics has always been Jack Kemp. He is the man, the myth, an… https://t.co/FAMVDA4VEk",98,FoxNews
-0.0258,Sun Mar 11 07:32:00 +0000 2018,0.111,0.782,0.107,Kristian Saucier: “It was a clear attempt by the Department of Justice… under Obama to use me as a scapegoat to tak… https://t.co/kH2tzdYIdB,99,FoxNews
-0.4939,Sun Mar 11 16:31:08 +0000 2018,0.127,0.873,0.0,"RT @MujMash: Around this time 2001 the Taliban destroyed the Bamiyan Buddhas.
Their frames still stand tall in the valley.
“The Buddhas wer…",0,NYTimes
0.1761,Sun Mar 11 16:16:09 +0000 2018,0.085,0.798,0.117,Trump’s seemingly unstoppable series of erratic moves has helped cast China as the more stable power in Asia https://t.co/w0KT9IUqe7,1,NYTimes
0.296,Sun Mar 11 16:01:08 +0000 2018,0.0,0.824,0.176,We want to hear how college students handle consent for sexual intimacy in relationships and encounters https://t.co/FRVOuFyp23,2,NYTimes
0.0,Sun Mar 11 15:46:02 +0000 2018,0.0,1.0,0.0,President Xi Jinping has set China on course to follow his hard-line authoritarian rule far into the future https://t.co/ZNBzhGP6KQ,3,NYTimes
0.0,Sun Mar 11 15:31:05 +0000 2018,0.0,1.0,0.0,"RT @malika_andrews: It’s selection Sunday! After a season riddled with setbacks, Louisville believes it has done enough to have its name ca…",4,NYTimes
0.0299,Sun Mar 11 15:16:03 +0000 2018,0.093,0.809,0.098,Stephen Bannon and Marine Le Pen met in a symbolic embrace in France. It was not clear whether the encounter would… https://t.co/VOsQfDpp1a,5,NYTimes
0.0,Sun Mar 11 15:05:13 +0000 2018,0.0,1.0,0.0,"Charmaine Pruitt, a black evangelical, thought she had found a spiritual home at a white-majority church. Then came… https://t.co/2jhkWQoKpo",6,NYTimes
